fold,demand_type,level,grouping_columns,training_start,training_end,test_start,test_end,training_end_before_test,manual_scale_rows,stored_scale_rows,all_series_keys_match,missing_scale_patterns_match,all_scales_match,maximum_scale_difference,positive_weight_invalid_scales
5,erratic,L5_Department,dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,5,5,True,True,True,0.0,0
5,erratic,L6_State_Category,state_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,9,9,True,True,True,0.0,0
5,erratic,L7_State_Department,state_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,15,15,True,True,True,0.0,0
5,erratic,L8_Store_Category,store_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,25,25,True,True,True,0.0,0
5,erratic,L9_Store_Department,store_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,39,39,True,True,True,0.0,0
5,erratic,L10_Item,item_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,119,119,True,True,True,0.0,0
5,erratic,L11_Item_State,item_id|state_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,171,171,True,True,True,0.0,0
5,erratic,L12_Item_Store,item_id|store_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,200,200,True,True,True,0.0,0
5,intermittent,L1_Total,Total,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,1,1,True,True,True,0.0,0
5,intermittent,L2_State,state_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,3,3,True,True,True,0.0,0
5,intermittent,L3_Store,store_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,10,10,True,True,True,0.0,0
5,intermittent,L4_Category,cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,3,3,True,True,True,0.0,0
5,intermittent,L5_Department,dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,7,7,True,True,True,0.0,0
5,intermittent,L6_State_Category,state_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,9,9,True,True,True,0.0,0
5,intermittent,L7_State_Department,state_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,21,21,True,True,True,0.0,0
5,intermittent,L8_Store_Category,store_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,30,30,True,True,True,0.0,0
5,intermittent,L9_Store_Department,store_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,60,60,True,True,True,0.0,0
5,intermittent,L10_Item,item_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,191,191,True,True,True,0.0,0
5,intermittent,L11_Item_State,item_id|state_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,198,198,True,True,True,0.0,0
5,intermittent,L12_Item_Store,item_id|store_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,200,200,True,True,True,0.0,0
5,lumpy,L1_Total,Total,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,1,1,True,True,True,0.0,0
5,lumpy,L2_State,state_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,3,3,True,True,True,0.0,0
5,lumpy,L3_Store,store_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,10,10,True,True,True,0.0,0
5,lumpy,L4_Category,cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,3,3,True,True,True,0.0,0
5,lumpy,L5_Department,dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,7,7,True,True,True,0.0,0
5,lumpy,L6_State_Category,state_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,9,9,True,True,True,0.0,0
5,lumpy,L7_State_Department,state_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,21,21,True,True,True,0.0,0
5,lumpy,L8_Store_Category,store_id|cat_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,30,30,True,True,True,0.0,0
5,lumpy,L9_Store_Department,store_id|dept_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,59,59,True,True,True,0.0,0
5,lumpy,L10_Item,item_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,182,182,True,True,True,0.0,0
5,lumpy,L11_Item_State,item_id|state_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,197,197,True,True,True,0.0,0
5,lumpy,L12_Item_Store,item_id|store_id,2011-01-29,2016-04-24,2016-04-25,2016-05-22,True,200,200,True,True,True,0.0,0
