d,FOODS,HOBBIES,HOUSEHOLD,date,FOODS_rolling_28,HOUSEHOLD_rolling_28,HOBBIES_rolling_28
d_335,17149,2427,4965,2011-12-29,20840.964285714286,4723.75,2779.1071428571427
d_336,23501,3581,6570,2011-12-30,20924.571428571428,4765.428571428572,2794.0
d_337,25041,2849,5861,2011-12-31,20840.178571428572,4743.071428571428,2744.3928571428573
d_338,15898,1825,4084,2012-01-01,20499.85714285714,4662.75,2691.0714285714284
d_339,23631,3082,6340,2012-01-02,20561.35714285714,4721.75,2707.464285714286
d_340,21115,2649,4987,2012-01-03,20583.5,4753.035714285715,2707.035714285714
d_341,18627,2526,4668,2012-01-04,20574.35714285714,4777.285714285715,2705.0714285714284
d_342,21132,2433,4934,2012-01-05,20637.464285714286,4802.25,2693.8571428571427
d_343,22325,2957,5123,2012-01-06,20662.035714285714,4812.142857142857,2693.9285714285716
d_344,27327,3468,6348,2012-01-07,20734.571428571428,4821.964285714285,2695.75
d_345,27712,2708,6302,2012-01-08,20755.928571428572,4839.928571428572,2691.3928571428573
d_346,21688,2203,4315,2012-01-09,20744.25,4840.285714285715,2668.964285714286
d_347,19807,2467,4366,2012-01-10,20718.5,4855.428571428572,2669.8214285714284
d_348,21772,2844,4428,2012-01-11,20774.60714285714,4866.857142857143,2682.6428571428573
d_349,18816,2110,3789,2012-01-12,20643.39285714286,4850.035714285715,2654.6428571428573
d_350,21831,2631,5001,2012-01-13,20663.25,4860.928571428572,2644.535714285714
d_351,26918,3371,6526,2012-01-14,20739.0,4876.428571428572,2648.1428571428573
d_352,27677,2977,5805,2012-01-15,20882.75,4882.571428571428,2654.3928571428573
d_353,22421,2797,5330,2012-01-16,20970.60714285714,4912.928571428572,2660.464285714286
d_354,16683,1988,3516,2012-01-17,20878.75,4881.821428571428,2637.8928571428573
d_355,18539,2508,4301,2012-01-18,20841.64285714286,4881.107142857143,2628.785714285714
d_356,17552,2414,4068,2012-01-19,20734.39285714286,4859.178571428572,2609.8214285714284
d_357,19766,2419,5019,2012-01-20,20512.964285714286,4848.071428571428,2576.5714285714284
d_358,27425,3827,7326,2012-01-21,20655.571428571428,4968.785714285715,2621.1071428571427
d_359,23909,2585,6093,2012-01-22,21509.0,5186.392857142857,2713.4285714285716
d_360,17725,2426,4551,2012-01-23,21455.964285714286,5149.714285714285,2684.214285714286
d_361,16927,2462,4160,2012-01-24,21439.821428571428,5129.214285714285,2681.5
d_362,16204,2244,3960,2012-01-25,21397.071428571428,5097.714285714285,2670.6428571428573
d_363,16251,2550,4436,2012-01-26,21365.0,5078.821428571428,2675.035714285714
d_364,19221,2789,5189,2012-01-27,21212.14285714286,5029.5,2646.75
d_365,24127,3696,6539,2012-01-28,21179.5,5053.714285714285,2677.0
d_366,24108,3212,6257,2012-01-29,21472.714285714286,5131.321428571428,2726.535714285714
d_367,18278,2227,4683,2012-01-30,21281.535714285714,5072.142857142857,2696.0
d_368,17948,2492,4684,2012-01-31,21168.428571428572,5061.321428571428,2690.3928571428573
d_369,20989,3012,5850,2012-02-01,21252.785714285714,5103.535714285715,2707.75
d_370,20819,2682,5114,2012-02-02,21241.60714285714,5109.964285714285,2716.6428571428573
d_371,25333,3308,6463,2012-02-03,21349.035714285714,5157.821428571428,2729.1785714285716
d_372,30722,4026,8281,2012-02-04,21470.285714285714,5226.857142857143,2749.1071428571427
d_373,30180,3156,6739,2012-02-05,21558.428571428572,5242.464285714285,2765.1071428571427
d_374,22951,2546,5184,2012-02-06,21603.535714285714,5273.5,2777.3571428571427
d_375,20626,2438,5044,2012-02-07,21632.785714285714,5297.714285714285,2776.3214285714284
d_376,21170,2323,5086,2012-02-08,21611.285714285714,5321.214285714285,2757.714285714286
d_377,22467,2605,4855,2012-02-09,21741.678571428572,5359.285714285715,2775.3928571428573
d_378,22101,2676,5086,2012-02-10,21751.321428571428,5362.321428571428,2777.0
d_379,30252,3926,7579,2012-02-11,21870.39285714286,5399.928571428572,2796.8214285714284
d_380,31167,3283,7454,2012-02-12,21995.035714285714,5458.821428571428,2807.75
d_381,24331,2335,5009,2012-02-13,22063.25,5447.357142857143,2791.25
d_382,18774,2295,4031,2012-02-14,22137.928571428572,5465.75,2802.214285714286
d_383,19494,2484,4900,2012-02-15,22172.035714285714,5487.142857142857,2801.3571428571427
d_384,17551,2579,5065,2012-02-16,22172.0,5522.75,2807.25
d_385,18998,2860,5746,2012-02-17,22144.571428571428,5548.714285714285,2823.0
d_386,25763,3581,7278,2012-02-18,22085.214285714286,5547.0,2814.214285714286
d_387,25964,3137,7237,2012-02-19,22158.60714285714,5587.857142857143,2833.9285714285716
d_388,21666,2430,6122,2012-02-20,22299.35714285714,5643.964285714285,2834.0714285714284
d_389,17853,2564,4773,2012-02-21,22332.428571428572,5665.857142857143,2837.714285714286
d_390,16958,2460,4697,2012-02-22,22359.35714285714,5692.178571428572,2845.4285714285716
d_391,17631,2440,5140,2012-02-23,22408.64285714286,5717.321428571428,2841.5
d_392,19849,2599,5422,2012-02-24,22431.071428571428,5725.642857142857,2834.714285714286
d_393,24666,3723,7380,2012-02-25,22450.321428571428,5755.678571428572,2835.6785714285716
d_394,25699,3314,7268,2012-02-26,22507.14285714286,5791.785714285715,2839.3214285714284
d_395,19498,2440,5332,2012-02-27,22550.714285714286,5814.964285714285,2846.9285714285716
d_396,17124,2471,4764,2012-02-28,22521.285714285714,5817.821428571428,2846.1785714285716
d_397,17347,2525,4930,2012-02-29,22391.214285714286,5784.964285714285,2828.785714285714
d_398,21248,3025,5959,2012-03-01,22406.535714285714,5815.142857142857,2841.035714285714
d_399,23537,3121,5885,2012-03-02,22342.39285714286,5794.5,2834.3571428571427
d_400,29739,3809,7771,2012-03-03,22307.285714285714,5776.285714285715,2826.6071428571427
d_401,29217,3462,7646,2012-03-04,22272.89285714286,5808.678571428572,2837.535714285714
d_402,24562,2635,5506,2012-03-05,22330.428571428572,5820.178571428572,2840.714285714286
d_403,23686,2604,5242,2012-03-06,22439.714285714286,5827.25,2846.6428571428573
d_404,20866,2586,5156,2012-03-07,22428.85714285714,5829.75,2856.035714285714
d_405,21797,2593,5369,2012-03-08,22404.928571428572,5848.107142857143,2855.6071428571427
d_406,24112,2602,5608,2012-03-09,22476.75,5866.75,2852.964285714286
d_407,28103,3590,7866,2012-03-10,22400.0,5877.0,2840.964285714286
d_408,29549,3292,7771,2012-03-11,22342.214285714286,5888.321428571428,2841.285714285714
d_409,24391,2481,5629,2012-03-12,22344.35714285714,5910.464285714285,2846.5
d_410,21406,2351,5343,2012-03-13,22438.35714285714,5957.321428571428,2848.5
d_411,20598,2247,4996,2012-03-14,22477.785714285714,5960.75,2840.035714285714
d_412,22828,2643,5281,2012-03-15,22666.25,5968.464285714285,2842.3214285714284
d_413,22504,2804,5643,2012-03-16,22791.464285714286,5964.785714285715,2840.3214285714284
d_414,26869,3552,7483,2012-03-17,22830.964285714286,5972.107142857143,2839.285714285714
d_415,26962,3103,7629,2012-03-18,22866.60714285714,5986.107142857143,2838.0714285714284
d_416,20626,2777,5784,2012-03-19,22829.464285714286,5974.035714285715,2850.464285714286
d_417,18225,2430,4878,2012-03-20,22842.75,5977.785714285715,2845.6785714285716
d_418,18902,2349,4976,2012-03-21,22912.178571428572,5987.75,2841.714285714286
d_419,18815,2253,4947,2012-03-22,22954.464285714286,5980.857142857143,2835.035714285714
d_420,20793,2817,5445,2012-03-23,22988.178571428572,5981.678571428572,2842.8214285714284
d_421,26487,3559,7043,2012-03-24,23053.214285714286,5969.642857142857,2836.964285714286
d_422,27345,3133,7365,2012-03-25,23112.0,5973.107142857143,2830.5
d_423,19662,2321,5199,2012-03-26,23117.85714285714,5968.357142857143,2826.25
d_424,17673,2467,4509,2012-03-27,23137.464285714286,5959.25,2826.1071428571427
d_425,17683,2376,4724,2012-03-28,23149.464285714286,5951.892857142857,2820.785714285714
d_426,16997,2366,4516,2012-03-29,22997.64285714286,5900.357142857143,2797.25
d_427,21607,3145,5980,2012-03-30,22928.714285714286,5903.75,2798.1071428571427
d_428,26537,4013,7913,2012-03-31,22814.35714285714,5908.821428571428,2805.3928571428573
d_429,29224,3102,7457,2012-04-01,22814.60714285714,5902.071428571428,2792.535714285714
d_430,23227,2818,5314,2012-04-02,22766.928571428572,5895.214285714285,2799.0714285714284
d_431,24983,2767,5283,2012-04-03,22813.25,5896.678571428572,2804.8928571428573
d_432,21111,2282,4925,2012-04-04,22822.0,5888.428571428572,2794.035714285714
d_433,23815,2530,5023,2012-04-05,22894.071428571428,5876.071428571428,2791.785714285714
d_434,28602,3085,5858,2012-04-06,23054.428571428572,5885.0,2809.035714285714
d_435,34587,3757,7294,2012-04-07,23286.0,5864.571428571428,2815.0
d_436,27883,2290,6037,2012-04-08,23226.5,5802.642857142857,2779.214285714286
d_437,23870,2672,5451,2012-04-09,23207.89285714286,5796.285714285715,2786.035714285714
d_438,21164,2586,5050,2012-04-10,23199.25,5785.821428571428,2794.4285714285716
d_439,21572,2859,5144,2012-04-11,23234.035714285714,5791.107142857143,2816.285714285714
d_440,21116,2597,4855,2012-04-12,23172.89285714286,5775.892857142857,2814.6428571428573
d_441,22686,3234,6018,2012-04-13,23179.39285714286,5789.285714285715,2830.0
d_442,27546,3623,7377,2012-04-14,23203.571428571428,5785.5,2832.535714285714
d_443,28433,3224,7050,2012-04-15,23256.10714285714,5764.821428571428,2836.8571428571427
d_444,19680,2848,5144,2012-04-16,23222.321428571428,5741.964285714285,2839.3928571428573
d_445,18939,2303,4825,2012-04-17,23247.821428571428,5740.071428571428,2834.8571428571427
d_446,17589,2392,4718,2012-04-18,23200.928571428572,5730.857142857143,2836.3928571428573
d_447,17751,2590,4483,2012-04-19,23162.928571428572,5714.285714285715,2848.4285714285716
d_448,20271,2613,5259,2012-04-20,23144.285714285714,5707.642857142857,2841.1428571428573
d_449,26514,3245,6949,2012-04-21,23145.25,5704.285714285715,2829.9285714285716
d_450,26894,3014,6856,2012-04-22,23129.14285714286,5686.107142857143,2825.6785714285716
d_451,19078,2670,4922,2012-04-23,23108.285714285714,5676.214285714285,2838.1428571428573
d_452,17829,2459,4560,2012-04-24,23113.85714285714,5678.035714285715,2837.8571428571427
d_453,17621,2498,4329,2012-04-25,23111.64285714286,5663.928571428572,2842.214285714286
d_454,17733,2282,4515,2012-04-26,23137.928571428572,5663.892857142857,2839.214285714286
d_455,20502,2825,5650,2012-04-27,23098.464285714286,5652.107142857143,2827.785714285714
d_456,25131,3534,6982,2012-04-28,23048.25,5618.857142857143,2810.6785714285716
d_457,25978,3407,6739,2012-04-29,22932.321428571428,5593.214285714285,2821.5714285714284
d_458,19645,2393,5318,2012-04-30,22804.39285714286,5593.357142857143,2806.3928571428573
d_459,21643,2846,5801,2012-05-01,22685.10714285714,5611.857142857143,2809.214285714286
d_460,21481,2736,5022,2012-05-02,22698.321428571428,5615.321428571428,2825.4285714285716
d_461,24223,3228,5508,2012-05-03,22712.89285714286,5632.642857142857,2850.3571428571427
d_462,24116,3180,5636,2012-05-04,22552.678571428572,5624.714285714285,2853.75
d_463,29358,3268,6575,2012-05-05,22365.928571428572,5599.035714285715,2836.285714285714
d_464,31323,3375,6831,2012-05-06,22488.785714285714,5627.392857142857,2875.035714285714
d_465,26266,2204,5007,2012-05-07,22574.35714285714,5611.535714285715,2858.3214285714284
d_466,23671,2074,4688,2012-05-08,22663.89285714286,5598.607142857143,2840.035714285714
d_467,23528,2090,4586,2012-05-09,22733.75,5578.678571428572,2812.5714285714284
d_468,21741,2203,4220,2012-05-10,22756.071428571428,5556.0,2798.5
d_469,25591,2279,4944,2012-05-11,22859.821428571428,5517.642857142857,2764.3928571428573
d_470,31472,2714,6686,2012-05-12,23000.035714285714,5492.964285714285,2731.9285714285716
d_471,26101,2306,5362,2012-05-13,22916.75,5432.678571428572,2699.1428571428573
d_472,24377,2063,5143,2012-05-14,23084.5,5432.642857142857,2671.1071428571427
d_473,24516,2244,4998,2012-05-15,23283.678571428572,5438.821428571428,2669.0
d_474,21413,2289,4975,2012-05-16,23420.25,5448.0,2665.3214285714284
d_475,20836,1986,4501,2012-05-17,23530.428571428572,5448.642857142857,2643.75
d_476,24572,2338,5401,2012-05-18,23684.035714285714,5453.714285714285,2633.9285714285716
d_477,28523,2855,6551,2012-05-19,23755.785714285714,5439.5,2620.0
d_478,29991,2644,6879,2012-05-20,23866.39285714286,5440.321428571428,2606.785714285714
d_479,21320,2175,5310,2012-05-21,23946.464285714286,5454.178571428572,2589.1071428571427
d_480,20500,1951,5051,2012-05-22,24041.85714285714,5471.714285714285,2570.964285714286
d_481,19877,1947,4799,2012-05-23,24122.428571428572,5488.5,2551.285714285714
d_482,21049,2164,4750,2012-05-24,24240.85714285714,5496.892857142857,2547.0714285714284
d_483,24619,2424,5754,2012-05-25,24387.89285714286,5500.607142857143,2532.75
d_484,27755,2790,6694,2012-05-26,24481.60714285714,5490.321428571428,2506.1785714285716
d_485,25055,2798,6000,2012-05-27,24448.64285714286,5463.928571428572,2484.4285714285716
d_486,24793,2652,5962,2012-05-28,24632.5,5486.928571428572,2493.6785714285716
d_487,20884,2620,5116,2012-05-29,24605.39285714286,5462.464285714285,2485.6071428571427
d_488,19506,2547,5097,2012-05-30,24534.85714285714,5465.142857142857,2478.8571428571427
d_489,20298,2896,5615,2012-05-31,24394.678571428572,5468.964285714285,2467.0
d_490,26898,3774,8857,2012-06-01,24494.035714285714,5584.0,2488.214285714286
d_491,32202,3743,8998,2012-06-02,24595.60714285714,5670.535714285715,2505.1785714285716
d_492,33122,3287,7501,2012-06-03,24659.85714285714,5694.464285714285,2502.035714285714
d_493,24514,2967,5813,2012-06-04,24597.285714285714,5723.25,2529.285714285714
d_494,26183,2556,5267,2012-06-05,24687.0,5743.928571428572,2546.5
d_495,25754,2879,4954,2012-06-06,24766.5,5757.071428571428,2574.6785714285716
d_496,24494,2773,5268,2012-06-07,24864.821428571428,5794.5,2595.035714285714
d_497,27811,3280,5810,2012-06-08,24944.10714285714,5825.428571428572,2630.785714285714
d_498,32770,3513,7026,2012-06-09,24990.464285714286,5837.571428571428,2659.3214285714284
d_499,32818,3315,8811,2012-06-10,25230.35714285714,5960.75,2695.3571428571427
d_500,29649,2787,7200,2012-06-11,25418.64285714286,6034.214285714285,2721.214285714286
d_501,26197,2431,6446,2012-06-12,25478.678571428572,6085.928571428572,2727.8928571428573
d_502,23692,2736,6502,2012-06-13,25560.071428571428,6140.464285714285,2743.8571428571427
d_503,24772,2500,6510,2012-06-14,25700.64285714286,6212.214285714285,2762.214285714286
d_504,30641,3201,7956,2012-06-15,25917.39285714286,6303.464285714285,2793.035714285714
d_505,31590,3826,9022,2012-06-16,26026.928571428572,6391.714285714285,2827.714285714286
d_506,28421,2927,7691,2012-06-17,25970.85714285714,6420.714285714285,2837.8214285714284
d_507,24353,2784,6963,2012-06-18,26079.178571428572,6479.75,2859.5714285714284
d_508,22653,2513,6801,2012-06-19,26156.071428571428,6542.25,2879.6428571428573
d_509,22145,2603,6720,2012-06-20,26237.071428571428,6610.857142857143,2903.0714285714284
d_510,21436,2854,6474,2012-06-21,26250.89285714286,6672.428571428572,2927.714285714286
d_511,25388,3602,7487,2012-06-22,26278.35714285714,6734.321428571428,2969.785714285714
d_512,28070,3248,8692,2012-06-23,26289.60714285714,6805.678571428572,2986.1428571428573
d_513,28785,3207,8517,2012-06-24,26422.821428571428,6895.571428571428,3000.75
d_514,22147,2609,7091,2012-06-25,26328.321428571428,6935.892857142857,2999.214285714286
d_515,20473,2737,6161,2012-06-26,26313.64285714286,6973.214285714285,3003.3928571428573
d_516,20323,2527,6035,2012-06-27,26342.821428571428,7006.714285714285,3002.6785714285716
d_517,21063,2468,6054,2012-06-28,26370.14285714286,7022.392857142857,2987.3928571428573
d_518,24863,3434,8080,2012-06-29,26297.464285714286,6994.642857142857,2975.25
d_519,27386,3985,9223,2012-06-30,26125.464285714286,7002.678571428572,2983.8928571428573
d_520,29233,2636,8830,2012-07-01,25986.571428571428,7050.142857142857,2960.6428571428573
d_521,26523,2314,7026,2012-07-02,26058.321428571428,7093.464285714285,2937.3214285714284
d_522,29682,2414,7446,2012-07-03,26183.285714285714,7171.285714285715,2932.25
d_523,24727,1930,5999,2012-07-04,26146.60714285714,7208.607142857143,2898.3571428571427
d_524,25331,2081,6996,2012-07-05,26176.5,7270.321428571428,2873.6428571428573
d_525,29846,2638,7507,2012-07-06,26249.178571428572,7330.928571428572,2850.714285714286
d_526,30605,2677,8149,2012-07-07,26171.85714285714,7371.035714285715,2820.8571428571427
d_527,31165,3367,8140,2012-07-08,26112.821428571428,7347.071428571428,2822.714285714286
d_528,26688,2647,6435,2012-07-09,26007.071428571428,7319.75,2817.714285714286
d_529,23631,2630,6326,2012-07-10,25915.428571428572,7315.464285714285,2824.8214285714284
d_530,24229,2711,6132,2012-07-11,25934.60714285714,7302.25,2823.9285714285716
d_531,24277,2567,6233,2012-07-12,25916.928571428572,7292.357142857143,2826.3214285714284
d_532,25931,3300,7351,2012-07-13,25748.714285714286,7270.75,2829.8571428571427
d_533,29842,3692,8814,2012-07-14,25686.285714285714,7263.321428571428,2825.0714285714284
d_534,31949,3216,8524,2012-07-15,25812.285714285714,7293.071428571428,2835.3928571428573
d_535,23498,2868,6654,2012-07-16,25781.75,7282.035714285715,2838.3928571428573
d_536,21854,2596,5968,2012-07-17,25753.214285714286,7252.285714285715,2841.3571428571427
d_537,20397,2661,5858,2012-07-18,25690.785714285714,7221.5,2843.4285714285716
d_538,21435,3137,6292,2012-07-19,25690.75,7215.0,2853.535714285714
d_539,24826,3405,7171,2012-07-20,25670.678571428572,7203.714285714285,2846.5
d_540,27794,3593,8157,2012-07-21,25660.821428571428,7184.607142857143,2858.8214285714284
d_541,28210,3390,8352,2012-07-22,25640.285714285714,7178.714285714285,2865.3571428571427
d_542,21925,2735,6204,2012-07-23,25632.35714285714,7147.035714285715,2869.8571428571427
d_543,21127,2301,6051,2012-07-24,25655.714285714286,7143.107142857143,2854.285714285714
d_544,20424,2126,5804,2012-07-25,25659.321428571428,7134.857142857143,2839.964285714286
d_545,20162,2277,6099,2012-07-26,25627.14285714286,7136.464285714285,2833.1428571428573
d_546,22830,2457,6553,2012-07-27,25554.535714285714,7081.928571428572,2798.25
d_547,24118,2783,7687,2012-07-28,25437.821428571428,7027.071428571428,2755.3214285714284
d_548,25927,2444,7776,2012-07-29,25319.75,6989.428571428572,2748.464285714286
d_549,20822,2094,6017,2012-07-30,25116.14285714286,6953.392857142857,2740.6071428571427
d_550,20591,2353,6587,2012-07-31,24791.464285714286,6922.714285714285,2738.4285714285716
d_551,23954,2563,7453,2012-08-01,24763.85714285714,6974.642857142857,2761.035714285714
d_552,25294,2604,7362,2012-08-02,24762.535714285714,6987.714285714285,2779.714285714286
d_553,28727,2833,7951,2012-08-03,24722.571428571428,7003.571428571428,2786.6785714285716
d_554,29657,2810,8809,2012-08-04,24688.714285714286,7027.142857142857,2791.4285714285716
d_555,31801,2629,8579,2012-08-05,24711.428571428572,7042.821428571428,2765.0714285714284
d_556,27608,2268,7148,2012-08-06,24744.285714285714,7068.285714285715,2751.535714285714
d_557,23779,2166,6449,2012-08-07,24749.571428571428,7072.678571428572,2734.964285714286
d_558,24043,2023,6235,2012-08-08,24742.928571428572,7076.357142857143,2710.3928571428573
d_559,26042,2007,6959,2012-08-09,24805.964285714286,7102.285714285715,2690.3928571428573
d_560,25861,2445,8159,2012-08-10,24803.464285714286,7131.142857142857,2659.8571428571427
d_561,32103,2716,9262,2012-08-11,24884.214285714286,7147.142857142857,2625.0
d_562,33640,2647,9511,2012-08-12,24944.60714285714,7182.392857142857,2604.6785714285716
d_563,26301,2055,7674,2012-08-13,25044.714285714286,7218.821428571428,2575.6428571428573
d_564,25053,2075,7184,2012-08-14,25158.964285714286,7262.25,2557.035714285714
d_565,26310,2254,6933,2012-08-15,25370.14285714286,7300.642857142857,2542.5
d_566,24791,2452,7162,2012-08-16,25490.0,7331.714285714285,2518.035714285714
d_567,25186,2490,7781,2012-08-17,25502.85714285714,7353.5,2485.3571428571427
d_568,29402,2885,9234,2012-08-18,25560.285714285714,7391.964285714285,2460.0714285714284
d_569,30722,2912,9730,2012-08-19,25650.0,7441.178571428572,2443.0
d_570,23145,2071,7194,2012-08-20,25693.571428571428,7476.535714285715,2419.285714285714
d_571,21221,1954,7031,2012-08-21,25696.928571428572,7511.535714285715,2406.8928571428573
d_572,19995,2203,6724,2012-08-22,25681.60714285714,7544.392857142857,2409.6428571428573
d_573,19900,2012,6640,2012-08-23,25672.25,7563.714285714285,2400.1785714285716
d_574,22808,2439,7797,2012-08-24,25671.464285714286,7608.142857142857,2399.535714285714
d_575,27425,2812,9727,2012-08-25,25789.571428571428,7681.0,2400.5714285714284
d_576,29159,2754,9108,2012-08-26,25905.0,7728.571428571428,2411.6428571428573
d_577,21742,2355,6913,2012-08-27,25937.85714285714,7760.571428571428,2420.964285714286
d_578,20118,2112,6242,2012-08-28,25920.964285714286,7748.25,2412.3571428571427
d_579,18979,2061,6061,2012-08-29,25743.285714285714,7698.535714285715,2394.4285714285716
d_580,19819,1952,6532,2012-08-30,25547.75,7668.892857142857,2371.1428571428573
d_581,24435,2992,9665,2012-08-31,25394.464285714286,7730.107142857143,2376.8214285714284
d_582,30247,3375,11008,2012-09-01,25415.535714285714,7808.642857142857,2397.0
d_583,30330,2609,9880,2012-09-02,25363.0,7855.107142857143,2396.285714285714
d_584,32349,2469,9707,2012-09-03,25532.321428571428,7946.5,2403.464285714286
d_585,22229,2308,7342,2012-09-04,25476.964285714286,7978.392857142857,2408.535714285714
d_586,22931,2102,6821,2012-09-05,25437.25,7999.321428571428,2411.3571428571427
d_587,23038,2224,7313,2012-09-06,25329.964285714286,8011.964285714285,2419.1071428571427
d_588,24337,2327,8111,2012-09-07,25275.535714285714,8010.25,2414.8928571428573
d_589,29363,3017,10838,2012-09-08,25177.678571428572,8066.535714285715,2425.6428571428573
d_590,32936,2831,10882,2012-09-09,25152.535714285714,8115.5,2432.214285714286
d_591,23144,2041,7787,2012-09-10,25039.785714285714,8119.535714285715,2431.714285714286
d_592,23088,2151,7131,2012-09-11,24969.60714285714,8117.642857142857,2434.4285714285716
d_593,22506,1896,6616,2012-09-12,24833.75,8106.321428571428,2421.6428571428573
d_594,20926,2028,7188,2012-09-13,24695.714285714286,8107.25,2406.5
d_595,24991,2510,8858,2012-09-14,24688.75,8145.714285714285,2407.214285714286
d_596,32157,3065,10737,2012-09-15,24787.14285714286,8199.392857142857,2413.6428571428573
d_597,30901,3190,10195,2012-09-16,24793.535714285714,8216.0,2423.5714285714284
d_598,22105,2195,7560,2012-09-17,24756.39285714286,8229.07142857143,2428.0
d_599,19639,2507,7130,2012-09-18,24699.89285714286,8232.607142857143,2447.75
d_600,18408,2195,6462,2012-09-19,24643.214285714286,8223.25,2447.464285714286
d_601,19301,2096,7160,2012-09-20,24621.821428571428,8241.82142857143,2450.464285714286
d_602,22378,2483,8773,2012-09-21,24606.464285714286,8276.67857142857,2452.035714285714
d_603,27922,3211,10756,2012-09-22,24624.214285714286,8313.42857142857,2466.285714285714
d_604,27876,2775,10711,2012-09-23,24578.39285714286,8370.67857142857,2467.035714285714
d_605,19740,2280,7156,2012-09-24,24506.89285714286,8379.357142857143,2464.3571428571427
d_606,18975,1942,7062,2012-09-25,24466.071428571428,8408.642857142857,2458.285714285714
d_607,18298,2052,6582,2012-09-26,24441.75,8427.25,2457.964285714286
d_608,18276,2193,6762,2012-09-27,24386.64285714286,8435.464285714286,2466.5714285714284
d_609,21928,2555,8173,2012-09-28,24297.10714285714,8382.17857142857,2450.964285714286
d_610,27507,2985,10489,2012-09-29,24199.25,8363.642857142857,2437.035714285714
d_611,27352,2742,9642,2012-09-30,24092.89285714286,8355.142857142857,2441.785714285714
d_612,23833,2522,8486,2012-10-01,23788.75,8311.535714285714,2443.6785714285716
d_613,24338,2362,7130,2012-10-02,23864.071428571428,8303.964285714286,2445.6071428571427
d_614,24361,2476,7383,2012-10-03,23915.14285714286,8324.035714285714,2458.964285714286
d_615,20913,2434,6728,2012-10-04,23839.25,8303.142857142857,2466.464285714286
d_616,24515,2432,7641,2012-10-05,23845.60714285714,8286.357142857143,2470.214285714286
d_617,31141,2950,9949,2012-10-06,23909.10714285714,8254.607142857143,2467.8214285714284
d_618,29673,2757,9442,2012-10-07,23792.571428571428,8203.17857142857,2465.1785714285716
d_619,24230,2189,7371,2012-10-08,23831.35714285714,8188.321428571428,2470.464285714286
d_620,23636,2246,6413,2012-10-09,23850.928571428572,8162.678571428572,2473.8571428571427
d_621,21331,2020,6618,2012-10-10,23808.964285714286,8162.75,2478.285714285714
d_622,21622,2220,6156,2012-10-11,23833.821428571428,8125.892857142857,2485.1428571428573
d_623,24707,2568,7777,2012-10-12,23823.678571428572,8087.285714285715,2487.214285714286
d_624,28872,3042,10312,2012-10-13,23706.35714285714,8072.107142857143,2486.3928571428573
d_625,29499,2743,9995,2012-10-14,23656.285714285714,8064.964285714285,2470.4285714285716
d_626,24260,2187,7237,2012-10-15,23733.25,8053.428571428572,2470.1428571428573
d_627,19213,1973,6683,2012-10-16,23718.035714285714,8037.464285714285,2451.0714285714284
d_628,18531,2112,6460,2012-10-17,23722.428571428572,8037.392857142857,2448.1071428571427
d_629,17729,2249,6191,2012-10-18,23666.285714285714,8002.785714285715,2453.5714285714284
d_630,20116,2380,7215,2012-10-19,23585.5,7947.142857142857,2449.8928571428573
d_631,24247,2815,9627,2012-10-20,23454.25,7906.821428571428,2435.75
d_632,24911,2763,9313,2012-10-21,23348.35714285714,7856.892857142857,2435.3214285714284
d_633,18082,2117,6513,2012-10-22,23289.14285714286,7833.928571428572,2429.5
d_634,17205,2050,6164,2012-10-23,23225.928571428572,7801.857142857143,2433.3571428571427
d_635,16486,2128,5776,2012-10-24,23161.214285714286,7773.071428571428,2436.0714285714284
d_636,16225,2094,5993,2012-10-25,23087.964285714286,7745.607142857143,2432.535714285714
d_637,21648,2777,7438,2012-10-26,23077.964285714286,7719.357142857143,2440.464285714286
d_638,26069,3015,9463,2012-10-27,23026.60714285714,7682.714285714285,2441.535714285714
d_639,25456,2812,8916,2012-10-28,22958.89285714286,7656.785714285715,2444.035714285714
d_640,18854,2342,6385,2012-10-29,22781.071428571428,7581.75,2437.6071428571427
d_641,19666,2373,6041,2012-10-30,22614.214285714286,7542.857142857143,2438.0
d_642,17521,2001,5453,2012-10-31,22369.928571428572,7473.928571428572,2421.035714285714
d_643,20551,2518,7982,2012-11-01,22357.0,7518.714285714285,2424.035714285714
d_644,24094,2954,8466,2012-11-02,22341.964285714286,7548.178571428572,2442.6785714285716
d_645,31396,3307,10376,2012-11-03,22351.071428571428,7563.428571428572,2455.4285714285716
d_646,29166,2915,10464,2012-11-04,22332.964285714286,7599.928571428572,2461.0714285714284
d_647,23990,2145,6922,2012-11-05,22324.39285714286,7583.892857142857,2459.5
d_648,22357,2029,6128,2012-11-06,22278.714285714286,7573.714285714285,2451.75
d_649,21404,2072,6207,2012-11-07,22281.321428571428,7559.035714285715,2453.6071428571427
d_650,22229,2191,6337,2012-11-08,22303.0,7565.5,2452.5714285714284
d_651,25947,2413,7362,2012-11-09,22347.285714285714,7550.678571428572,2447.035714285714
d_652,30152,3237,9495,2012-11-10,22393.0,7521.5,2454.0
d_653,31469,3004,9044,2012-11-11,22463.35714285714,7487.535714285715,2463.3214285714284
d_654,24447,2202,6564,2012-11-12,22470.035714285714,7463.5,2463.8571428571427
d_655,20713,2120,5475,2012-11-13,22523.60714285714,7420.357142857143,2469.1071428571427
d_656,20250,1876,5709,2012-11-14,22585.0,7393.535714285715,2460.6785714285716
d_657,21876,1967,5870,2012-11-15,22733.10714285714,7382.071428571428,2450.6071428571427
