id,full_history_type,training_only_type,match,full_ADI,full_CV2,training_ADI,training_CV2
FOODS_3_822_CA_1_evaluation,erratic,erratic,True,1.2752956636005257,0.5367497999868559,1.2947519769949676,0.514732044976367
HOBBIES_1_254_CA_1_evaluation,erratic,erratic,True,1.1437831467295227,0.9796824573159242,1.145674300254453,0.9962181276968779
HOBBIES_1_268_CA_1_evaluation,erratic,erratic,True,1.257939079714841,1.3713972336271327,1.2745930644019816,1.396766688172376
HOBBIES_1_348_CA_1_evaluation,erratic,erratic,True,1.2595717066839711,0.8907030697305177,1.2594405594405595,0.8638420295559003
HOBBIES_1_371_CA_1_evaluation,erratic,erratic,True,1.237093690248566,0.685840426137143,1.2455048409405256,0.6742899126584725
HOUSEHOLD_1_114_CA_1_evaluation,erratic,erratic,True,1.2003710575139146,0.531229574193466,1.2014676450967312,0.5342130591119162
HOUSEHOLD_1_173_CA_1_evaluation,erratic,erratic,True,1.2169278996865205,0.587824667930342,1.2276755282890253,0.5957321697210567
FOODS_1_024_CA_2_evaluation,erratic,lumpy,False,1.3159322033898304,0.5388759415227978,1.3271923360353721,0.5549854578277003
FOODS_1_085_CA_2_evaluation,erratic,erratic,True,1.0302547770700636,0.5078130540426686,1.0326834862385321,0.5212916996416207
FOODS_1_106_CA_2_evaluation,erratic,erratic,True,1.2466281310211946,0.5405957357849552,1.2386519944979368,0.5469380172479549
FOODS_1_184_CA_2_evaluation,erratic,lumpy,False,1.3123732251521298,0.8578809333976265,1.3203812316715542,0.8390895205179515
FOODS_1_194_CA_2_evaluation,erratic,erratic,True,1.2897009966777409,0.6133907783893594,1.2975504322766571,0.6101978341632476
FOODS_1_218_CA_2_evaluation,erratic,erratic,True,1.0368589743589745,0.6164980584670811,1.0362485615650172,0.6158731818239319
FOODS_3_133_CA_2_evaluation,erratic,lumpy,False,1.3026845637583893,0.5958704467113768,1.3301329394387003,0.6055019989370038
FOODS_3_230_CA_2_evaluation,erratic,smooth,False,1.242637644046095,0.5006640744887028,1.2576815642458101,0.4838141488123079
FOODS_3_295_CA_2_evaluation,erratic,erratic,True,1.1813755325623858,0.5204786835656123,1.1950895819508958,0.5281456726257238
FOODS_3_404_CA_2_evaluation,erratic,erratic,True,1.3186141304347827,0.5962734423351271,1.2782114975159689,0.5986676196068121
FOODS_3_446_CA_2_evaluation,erratic,erratic,True,1.2661448140900196,0.8116620547767462,1.2763997165131113,0.78338514819045
FOODS_3_634_CA_2_evaluation,erratic,lumpy,False,1.2991967871485943,0.5888486799834645,1.3262150220913107,0.5249196581635784
FOODS_3_635_CA_2_evaluation,erratic,erratic,True,1.2277039848197344,0.534455134535062,1.2111634162743778,0.5516832241964169
FOODS_3_734_CA_2_evaluation,erratic,erratic,True,1.2308180088776155,0.5494160326694945,1.2498265093684942,0.5816822945394372
HOBBIES_1_254_CA_2_evaluation,erratic,erratic,True,1.2677988242978446,0.986885721611295,1.2864285714285715,1.0054590689537628
HOBBIES_1_337_CA_2_evaluation,erratic,erratic,True,1.2595717066839711,0.4995925610705683,1.2550522648083624,0.4962868890598896
HOUSEHOLD_1_114_CA_2_evaluation,erratic,erratic,True,1.1871559633027522,0.5158210153215266,1.1942970822281167,0.52752773981469
HOUSEHOLD_1_303_CA_2_evaluation,erratic,erratic,True,1.1512455516014235,0.8820825221441126,1.1581993569131832,0.8682792991232307
HOUSEHOLD_1_327_CA_2_evaluation,erratic,erratic,True,1.1864303178484108,0.7356843906600944,1.191137566137566,0.7124198347107439
HOUSEHOLD_1_474_CA_2_evaluation,erratic,erratic,True,1.2418426103646834,0.7066705658318,1.2412129565816679,0.7126714720899368
HOUSEHOLD_1_521_CA_2_evaluation,erratic,erratic,True,1.1629718394248052,0.7505898192663378,1.171001300390117,0.722258055939901
FOODS_1_046_CA_3_evaluation,erratic,erratic,True,1.0783333333333334,0.7101739411978903,1.081032412965186,0.7017044244355589
FOODS_1_108_CA_3_evaluation,erratic,erratic,True,1.1893382352941178,0.5637461986861373,1.1732899022801302,0.5605723549978447
FOODS_1_161_CA_3_evaluation,erratic,erratic,True,1.1123209169054442,0.5154667290305913,1.1186335403726708,0.5305808071254638
FOODS_1_218_CA_3_evaluation,erratic,erratic,True,1.054891304347826,0.8121479022803774,1.0594117647058823,0.8417071249810261
FOODS_2_232_CA_3_evaluation,erratic,erratic,True,1.294863242161441,0.6075955359002103,1.2836778332145402,0.6086723554417929
FOODS_2_276_CA_3_evaluation,erratic,erratic,True,1.0723756906077349,0.5611632666091724,1.0733015494636473,0.5187669183069904
FOODS_3_026_CA_3_evaluation,erratic,erratic,True,1.2215229704216488,0.5399432244523154,1.2071045576407506,0.5256166081004611
FOODS_3_118_CA_3_evaluation,erratic,erratic,True,1.2169278996865205,0.8517120618913782,1.2310321257689678,0.852922685550237
FOODS_3_127_CA_3_evaluation,erratic,smooth,False,1.0566140446379968,0.5055677241866613,1.0581668625146885,0.48068250380425065
FOODS_3_136_CA_3_evaluation,erratic,erratic,True,1.102840909090909,0.4994952618382,1.1103575832305794,0.5062031367870966
FOODS_3_234_CA_3_evaluation,erratic,erratic,True,1.2093457943925234,0.616976301753438,1.1974734042553192,0.5995960843731527
FOODS_3_313_CA_3_evaluation,erratic,erratic,True,1.1161587119033929,1.1984484868935803,1.1242197253433208,1.3083597381018357
FOODS_3_339_CA_3_evaluation,erratic,lumpy,False,1.2983277591973243,0.815753028153705,1.3203812316715542,0.8542026744393023
FOODS_3_368_CA_3_evaluation,erratic,erratic,True,1.2253787878787878,0.5263252559539843,1.220189701897019,0.5116525344844816
FOODS_3_378_CA_3_evaluation,erratic,erratic,True,1.1742286751361162,0.5384657937102268,1.1778940483976454,0.5229095607802513
FOODS_3_412_CA_3_evaluation,erratic,erratic,True,1.1937269372693726,0.9024347473968788,1.1998667554963358,0.8666855945900386
FOODS_3_462_CA_3_evaluation,erratic,erratic,True,1.0855704697986577,0.6126791744286683,1.0901937046004844,0.5718204445899293
FOODS_3_468_CA_3_evaluation,erratic,erratic,True,1.252258064516129,0.7511338157606894,1.2718926553672316,0.7237336711311246
FOODS_3_480_CA_3_evaluation,erratic,erratic,True,1.263671875,0.5029832874354332,1.2550522648083624,0.4985493989517665
FOODS_3_524_CA_3_evaluation,erratic,erratic,True,1.2736220472440944,0.5609818503396896,1.2429261559696343,0.5549740185785198
FOODS_3_594_CA_3_evaluation,erratic,erratic,True,1.2085927770859275,0.6563583488169198,1.167206740116656,0.6307274793337972
FOODS_3_702_CA_3_evaluation,erratic,erratic,True,1.0418679549114331,0.7082088756022168,1.0440579710144928,0.7190367877276324
FOODS_3_738_CA_3_evaluation,erratic,smooth,False,1.2837301587301588,0.5141421345595638,1.302241503976862,0.4863790204362993
FOODS_3_785_CA_3_evaluation,erratic,erratic,True,1.1252173913043475,0.5433764290571724,1.0869040434520216,0.5447081023842066
FOODS_3_805_CA_3_evaluation,erratic,erratic,True,1.2974598930481285,0.66816052972702,1.28734810578985,0.6465080431397668
HOBBIES_1_043_CA_3_evaluation,erratic,erratic,True,1.2048417132216014,0.7448560667466786,1.2006666666666668,0.7601969688880431
HOBBIES_1_209_CA_3_evaluation,erratic,erratic,True,1.1350877192982456,0.8561674543320446,1.141318124207858,0.8491289492093578
HOBBIES_1_254_CA_3_evaluation,erratic,erratic,True,1.10221465076661,0.8824903562033543,1.1083076923076922,0.9086407974438863
HOBBIES_1_256_CA_3_evaluation,erratic,lumpy,False,1.3177189409368637,0.8579132262978555,1.3271923360353721,0.8633233276846184
HOBBIES_1_295_CA_3_evaluation,erratic,lumpy,False,1.308833445718139,0.695117239703778,1.3321005917159763,0.6992119876555167
HOBBIES_1_348_CA_3_evaluation,erratic,erratic,True,1.3123732251521298,0.8722848904243935,1.3126822157434401,0.8489729071417152
HOUSEHOLD_1_235_CA_3_evaluation,erratic,erratic,True,1.1560452650387134,0.5375755393125048,1.145674300254453,0.4990903228983981
HOUSEHOLD_1_389_CA_3_evaluation,erratic,erratic,True,1.237093690248566,0.6128936416241589,1.2515635858234886,0.6022589237056005
HOUSEHOLD_1_439_CA_3_evaluation,erratic,erratic,True,1.1519287833827894,0.6357538822571569,1.1626856036152355,0.6050317283950619
FOODS_1_046_CA_4_evaluation,erratic,erratic,True,1.131118881118881,0.5972871498427008,1.139873417721519,0.6260719734830428
FOODS_3_313_CA_4_evaluation,erratic,erratic,True,1.2116104868913855,1.3962300533869552,1.2310321257689678,1.51291104105741
FOODS_3_319_CA_4_evaluation,erratic,erratic,True,1.2315989847715736,0.6046956948048361,1.1927152317880794,0.5857162677687539
FOODS_3_376_CA_4_evaluation,erratic,erratic,True,1.2828816920026438,0.7544118434028171,1.2836778332145402,0.7437204702401939
FOODS_3_541_CA_4_evaluation,erratic,erratic,True,1.2837301587301588,0.5587056377631291,1.2369505494505495,0.5309055010684451
FOODS_3_695_CA_4_evaluation,erratic,erratic,True,1.212367270455965,0.5388740685631961,1.2268392370572208,0.540147966862224
FOODS_3_741_CA_4_evaluation,erratic,erratic,True,1.073561946902655,0.5111443348038347,1.0739415623136552,0.5194413617537701
HOBBIES_1_015_CA_4_evaluation,erratic,erratic,True,1.1404230317273796,0.7832010084216048,1.1391524351676154,0.7736704770107485
HOBBIES_1_244_CA_4_evaluation,erratic,erratic,True,1.2603896103896104,0.4992736759103359,1.2800284292821607,0.499023057860308
HOBBIES_1_371_CA_4_evaluation,erratic,erratic,True,1.2854304635761589,0.6541929716395473,1.2901146131805157,0.6308330010292779
FOODS_2_285_TX_1_evaluation,erratic,erratic,True,1.1370826010544814,10.314936632768385,1.1341309823677581,10.503200489596454
FOODS_3_076_TX_1_evaluation,erratic,erratic,True,1.2769736842105264,0.6215930755998519,1.2901146131805157,0.6490539596741354
FOODS_3_109_TX_1_evaluation,erratic,erratic,True,1.101589103291714,0.6138550537000048,1.1083076923076922,0.6059830954322362
FOODS_3_118_TX_1_evaluation,erratic,erratic,True,1.2914171656686626,0.5483204608583528,1.300361010830325,0.5481560077122195
FOODS_3_231_TX_1_evaluation,erratic,erratic,True,1.315040650406504,0.652917269107218,1.3174835405998537,0.6397015717839244
FOODS_3_295_TX_1_evaluation,erratic,erratic,True,1.2003710575139146,0.6516062520320685,1.2152496626180838,0.6048672472981764
FOODS_3_346_TX_1_evaluation,erratic,erratic,True,1.2450288646568313,0.5822010424970698,1.2403581267217632,0.5727223743971125
FOODS_3_363_TX_1_evaluation,erratic,erratic,True,1.2498390212491952,0.8335240483046057,1.2235054347826086,0.8190684586306065
FOODS_3_376_TX_1_evaluation,erratic,erratic,True,1.1615798922800715,0.7551945458693459,1.1748206131767776,0.7586962707280475
FOODS_3_468_TX_1_evaluation,erratic,erratic,True,1.2199874292897548,0.5175784566504147,1.2235054347826086,0.4922986558380608
FOODS_3_469_TX_1_evaluation,erratic,erratic,True,1.1981481481481482,0.5297424754086354,1.2062960482250502,0.5421377567020448
FOODS_3_476_TX_1_evaluation,erratic,erratic,True,1.228481012658228,0.5068940304931382,1.2489597780859916,0.5186732609541007
FOODS_3_526_TX_1_evaluation,erratic,erratic,True,1.1706875753920385,0.5691732102564444,1.1755874673629243,0.5731635356650281
FOODS_3_654_TX_1_evaluation,erratic,smooth,False,1.1091428571428572,0.5004630219439371,1.1186335403726708,0.4817402711539413
FOODS_3_672_TX_1_evaluation,erratic,erratic,True,1.110411899313501,0.5751289125731346,1.0975015234613041,0.5634732899664894
FOODS_3_752_TX_1_evaluation,erratic,erratic,True,1.3035594358629954,0.9750226555121168,1.2928930366116296,0.9419556400556862
HOBBIES_1_201_TX_1_evaluation,erratic,erratic,True,1.3018108651911469,0.5507024940145006,1.3041274438812456,0.5581793329410696
HOUSEHOLD_1_327_TX_1_evaluation,erratic,erratic,True,1.1770770163735598,0.5881032003423569,1.1786649214659686,0.5690614083527307
HOUSEHOLD_1_379_TX_1_evaluation,erratic,erratic,True,1.1553571428571427,0.8256749064822001,1.1567116249197174,0.8179929680885103
HOUSEHOLD_1_389_TX_1_evaluation,erratic,erratic,True,1.0990939977349945,0.5194234570514262,1.1049079754601228,0.5268081005967146
HOUSEHOLD_1_474_TX_1_evaluation,erratic,erratic,True,1.1922604422604424,1.2455442935183645,1.1927152317880794,1.2328708843875464
HOUSEHOLD_1_503_TX_1_evaluation,erratic,erratic,True,1.290558510638298,0.5057829399541794,1.2901146131805157,0.5022747570366093
FOODS_1_085_TX_2_evaluation,erratic,erratic,True,1.0759423503325942,0.708794659513896,1.0823317307692308,0.7209871081191714
FOODS_1_218_TX_2_evaluation,erratic,erratic,True,1.0340969632392114,0.6872487387661054,1.0356526739505463,0.6593377412773387
FOODS_2_204_TX_2_evaluation,erratic,erratic,True,1.1397533763945975,0.4953348993323328,1.133417243549402,0.49860972080409394
FOODS_2_285_TX_2_evaluation,erratic,erratic,True,1.2744583059750492,0.6128271217164556,1.2585604472396925,0.6256067286791359
FOODS_2_342_TX_2_evaluation,erratic,erratic,True,1.182095006090134,0.5057515335753547,1.1887788778877888,0.5185226600392822
FOODS_3_109_TX_2_evaluation,erratic,erratic,True,1.1588059701492537,0.7440799945149752,1.165695792880259,0.7238961011406602
FOODS_3_203_TX_2_evaluation,erratic,erratic,True,1.2957276368491322,0.6093896295776662,1.3031837916063675,0.6126967737995753
FOODS_3_327_TX_2_evaluation,erratic,erratic,True,1.294,0.5138305908884253,1.3098181818181818,0.5162598965497159
FOODS_3_349_TX_2_evaluation,erratic,erratic,True,1.101589103291714,0.6061525590841121,1.1076260762607626,0.6247103073185527
FOODS_3_376_TX_2_evaluation,erratic,erratic,True,1.1291448516579408,0.597973066319111,1.1391524351676154,0.6028123125163075
FOODS_3_495_TX_2_evaluation,erratic,smooth,False,1.0807349665924275,0.4955279594575701,1.0823317307692308,0.3346691364002488
FOODS_3_501_TX_2_evaluation,erratic,erratic,True,1.1532976827094474,0.5851121821109984,1.1634366925064599,0.5822676856197251
FOODS_3_541_TX_2_evaluation,erratic,erratic,True,1.2653194263363754,0.8509625027962381,1.2210169491525424,0.8185833125933912
FOODS_3_695_TX_2_evaluation,erratic,erratic,True,1.2744583059750492,0.4950623703560931,1.2864285714285715,0.49369638992952614
FOODS_3_741_TX_2_evaluation,erratic,erratic,True,1.2146433041301627,0.9444243986730146,1.2168918918918918,0.871678963403114
FOODS_3_767_TX_2_evaluation,erratic,erratic,True,1.3177189409368637,0.7781300853523888,1.2928930366116296,0.7647525890680558
FOODS_3_785_TX_2_evaluation,erratic,erratic,True,1.184981684981685,0.6178313181460434,1.1341309823677581,0.6300663402817601
HOUSEHOLD_1_149_TX_2_evaluation,erratic,erratic,True,1.266971279373368,0.7540912956118812,1.2498265093684942,0.7367719079595538
HOUSEHOLD_1_173_TX_2_evaluation,erratic,smooth,False,1.223062381852552,0.5017218998346915,1.230191256830601,0.48441263784862054
HOUSEHOLD_1_179_TX_2_evaluation,erratic,erratic,True,1.1756511205330102,0.6704513559143187,1.1763553233180928,0.6471233753892086
HOUSEHOLD_1_327_TX_2_evaluation,erratic,erratic,True,1.1922604422604424,0.72114822489695,1.183311432325887,0.7006873914953285
HOUSEHOLD_1_379_TX_2_evaluation,erratic,erratic,True,1.1981481481481482,0.5206636626744287,1.186429512516469,0.5186358804312586
HOUSEHOLD_1_516_TX_2_evaluation,erratic,erratic,True,1.1350877192982456,0.6010640300673641,1.1341309823677581,0.6259491414127222
HOUSEHOLD_1_521_TX_2_evaluation,erratic,erratic,True,1.1478415138971023,0.7078111925842474,1.1471337579617835,0.6838282522598207
FOODS_1_046_TX_3_evaluation,erratic,erratic,True,1.1444575471698113,0.7979887316561844,1.153747597693786,0.839325496717965
FOODS_3_086_TX_3_evaluation,erratic,erratic,True,1.2108546475358704,0.8556011621262947,1.2243371855880354,0.9104372536539047
FOODS_3_133_TX_3_evaluation,erratic,lumpy,False,1.319510537049626,0.7190625079057552,1.3390334572490705,0.7337099417040811
FOODS_3_144_TX_3_evaluation,erratic,erratic,True,1.2694571615434924,0.5368252483818725,1.2683098591549296,0.5399735777346628
FOODS_3_313_TX_3_evaluation,erratic,erratic,True,1.2711198428290766,1.834469464690335,1.2984859408795963,2.1918369533494526
FOODS_3_376_TX_3_evaluation,erratic,erratic,True,1.0916760404949382,0.5593896488556587,1.0935033394049787,0.5543204616845642
FOODS_3_406_TX_3_evaluation,erratic,erratic,True,1.2612085769980508,0.7966726751437131,1.2745930644019816,0.7911357552048466
FOODS_3_541_TX_3_evaluation,erratic,erratic,True,1.315040650406504,1.02111097790392,1.2901146131805157,1.0009701526404549
FOODS_3_628_TX_3_evaluation,erratic,erratic,True,1.2603896103896104,0.618002336626599,1.2791193181818181,0.6109377403939993
FOODS_3_635_TX_3_evaluation,erratic,erratic,True,1.2644951140065146,1.072028373033317,1.2344071281699793,1.0211986623078857
FOODS_3_702_TX_3_evaluation,erratic,smooth,False,1.122614227877386,0.5150806252555805,1.1284461152882206,0.4807608924577287
FOODS_3_704_TX_3_evaluation,erratic,erratic,True,1.220754716981132,1.1598162130145286,1.23187414500684,1.2065765168040554
FOODS_3_808_TX_3_evaluation,erratic,erratic,True,1.3141503046716316,0.8050739514153439,1.2524339360222532,0.7768861459638605
HOUSEHOLD_1_173_TX_3_evaluation,erratic,erratic,True,1.1574239713774597,0.4991072965976049,1.1619354838709677,0.499836660751806
HOUSEHOLD_1_327_TX_3_evaluation,erratic,erratic,True,1.1252173913043475,0.5998492868141866,1.1158612143742255,0.5815179144682704
HOUSEHOLD_1_344_TX_3_evaluation,erratic,erratic,True,1.1944615384615385,0.4947094892268076,1.1990679094540613,0.5022467980472087
HOUSEHOLD_1_416_TX_3_evaluation,erratic,erratic,True,1.216165413533835,0.6521976032103398,1.2218453188602443,0.6556875262191854
HOUSEHOLD_1_439_TX_3_evaluation,erratic,erratic,True,1.1756511205330102,0.6582825032673153,1.1649417852522639,0.6451274724431034
HOUSEHOLD_1_521_TX_3_evaluation,erratic,erratic,True,1.1180875576036866,0.624430058181822,1.1221183800623054,0.6213762114331798
FOODS_1_018_WI_1_evaluation,erratic,erratic,True,1.0385232744783306,0.4997205055421105,1.0404390525707683,0.5004579446151478
FOODS_3_089_WI_1_evaluation,erratic,erratic,True,1.2744583059750492,0.5135338578881219,1.2845934379457917,0.4980785738516527
FOODS_3_194_WI_1_evaluation,erratic,erratic,True,1.0941375422773394,0.5957477663152886,1.0961655508216677,0.6253963392431374
FOODS_3_295_WI_1_evaluation,erratic,erratic,True,1.195197044334975,0.5429125545437734,1.2095366017461384,0.5444411156015327
FOODS_3_313_WI_1_evaluation,erratic,erratic,True,1.2442307692307693,1.062848784934494,1.2656359803232606,1.124332194406093
FOODS_3_406_WI_1_evaluation,erratic,erratic,True,1.2482315112540192,0.5807696133129805,1.2629733520336606,0.5960836096906574
FOODS_3_635_WI_1_evaluation,erratic,erratic,True,1.2546864899806076,0.7034020976891555,1.2210169491525424,0.6957345674132559
FOODS_3_711_WI_1_evaluation,erratic,erratic,True,1.2965931863727456,0.8224650294154592,1.2984859408795963,0.8222079471704394
FOODS_3_752_WI_1_evaluation,erratic,erratic,True,1.2845797485109198,0.8595659842759291,1.2836778332145402,0.8709925804323408
HOBBIES_1_312_WI_1_evaluation,erratic,erratic,True,1.2991967871485943,0.6583266620675914,1.3165204678362572,0.6885210260506583
HOBBIES_1_370_WI_1_evaluation,erratic,lumpy,False,1.308833445718139,0.760258214453704,1.3271923360353721,0.7013005052065968
HOBBIES_1_371_WI_1_evaluation,erratic,erratic,True,1.2957276368491322,1.154262028055375,1.307915758896151,1.182037302532506
HOBBIES_1_404_WI_1_evaluation,erratic,lumpy,False,1.3097165991902835,0.6849211599599073,1.3370452858203414,0.6959870957955552
HOUSEHOLD_1_083_WI_1_evaluation,erratic,erratic,True,1.1742286751361162,0.5368919132197789,1.1649417852522639,0.533037160271
HOUSEHOLD_1_327_WI_1_evaluation,erratic,erratic,True,1.239463601532567,0.6815686806411319,1.2361015785861358,0.6824282946146504
HOUSEHOLD_1_389_WI_1_evaluation,erratic,erratic,True,1.2277039848197344,0.5848997734425161,1.230191256830601,0.5936546936212743
HOUSEHOLD_1_521_WI_1_evaluation,erratic,erratic,True,1.2661448140900196,0.7324961927814144,1.2745930644019816,0.7448803344151587
FOODS_1_096_WI_2_evaluation,erratic,erratic,True,1.228481012658228,0.8300295879511725,1.247229916897507,0.7783222614622275
FOODS_2_285_WI_2_evaluation,erratic,erratic,True,1.2587548638132295,0.748787011123114,1.2836778332145402,0.807219789144408
FOODS_3_136_WI_2_evaluation,erratic,erratic,True,1.1581145584725536,0.5249006106168962,1.171001300390117,0.5567471344378236
FOODS_3_327_WI_2_evaluation,erratic,erratic,True,1.2595717066839711,1.1815177185390688,1.2827635327635327,1.2097027383904848
FOODS_3_460_WI_2_evaluation,erratic,erratic,True,1.3123732251521298,0.5168605012069392,1.313639679066375,0.5315638435093407
FOODS_3_462_WI_2_evaluation,erratic,erratic,True,1.0682443588332415,0.4943230941071913,1.0713860797144557,0.5028716622381982
FOODS_3_526_WI_2_evaluation,erratic,erratic,True,1.1148765077541642,0.5855177508787361,1.1151702786377709,0.5866630562449003
FOODS_3_574_WI_2_evaluation,erratic,lumpy,False,1.3177189409368637,0.5360506361511342,1.348053892215569,0.5435583478909835
FOODS_3_695_WI_2_evaluation,erratic,erratic,True,1.1974090067859346,0.5461427421066459,1.2127946127946128,0.5597723749778928
FOODS_3_807_WI_2_evaluation,erratic,erratic,True,1.2786561264822134,0.4938134587289993,1.2938218390804597,0.49603032750879716
FOODS_3_822_WI_2_evaluation,erratic,lumpy,False,1.292276964047936,1.2128916911774468,1.3203812316715542,1.2997417449172273
HOUSEHOLD_1_303_WI_2_evaluation,erratic,erratic,True,1.2677988242978446,0.6197543544446334,1.2947519769949676,0.6446200163431487
HOUSEHOLD_1_389_WI_2_evaluation,erratic,erratic,True,1.2192211055276383,0.5121428787886513,1.2344071281699793,0.521950104942711
HOUSEHOLD_1_474_WI_2_evaluation,erratic,erratic,True,1.2442307692307693,1.2597506639248648,1.2429261559696343,1.2708020178007067
HOUSEHOLD_1_521_WI_2_evaluation,erratic,erratic,True,1.182095006090134,0.5540259119305585,1.1966777408637874,0.5639977711505211
FOODS_1_085_WI_3_evaluation,erratic,erratic,True,1.0474905558553698,0.5037535224465487,1.047093023255814,0.5187891795385994
FOODS_2_016_WI_3_evaluation,erratic,erratic,True,1.251450676982592,0.5224751574566002,1.2692036645525018,0.5337405142103041
FOODS_2_322_WI_3_evaluation,erratic,erratic,True,1.1344243132670953,0.596741430223879,1.141318124207858,0.6347636074316505
FOODS_2_384_WI_3_evaluation,erratic,erratic,True,1.307070707070707,0.6281180398830843,1.2994227994227994,0.6237136800099762
FOODS_3_086_WI_3_evaluation,erratic,erratic,True,1.286282306163022,0.959275515452863,1.3031837916063675,1.0616032156912623
FOODS_3_124_WI_3_evaluation,erratic,erratic,True,1.319510537049626,0.532313609336893,1.2947519769949676,0.5127070321708389
FOODS_3_131_WI_3_evaluation,erratic,erratic,True,1.292276964047936,0.5235279282289402,1.3031837916063675,0.4908039786444918
FOODS_3_234_WI_3_evaluation,erratic,erratic,True,1.280343007915567,0.7836135494501657,1.2975504322766571,0.815000677702262
FOODS_3_290_WI_3_evaluation,erratic,smooth,False,1.168573148705599,0.4900029062983833,1.167963683527886,0.47578339104343687
FOODS_3_339_WI_3_evaluation,erratic,lumpy,False,1.3141503046716316,0.6229374458077146,1.335063009636768,0.629625447613956
FOODS_3_376_WI_3_evaluation,erratic,erratic,True,1.1937269372693726,0.7229642868844786,1.2111634162743778,0.7162820148007454
FOODS_3_404_WI_3_evaluation,erratic,erratic,True,1.252258064516129,0.8474998221837879,1.2251700680272108,0.8762306132158293
FOODS_3_406_WI_3_evaluation,erratic,erratic,True,1.172809667673716,0.553149815068644,1.185648452929559,0.5499533253683793
FOODS_3_468_WI_3_evaluation,erratic,erratic,True,1.2458279845956357,0.6617261341414943,1.2559274755927476,0.6280822096531181
FOODS_3_498_WI_3_evaluation,erratic,erratic,True,1.2612085769980508,0.775865243868204,1.2855103497501785,0.8071274208960787
FOODS_3_503_WI_3_evaluation,erratic,erratic,True,1.1424367274867568,0.521064211669964,1.1493299298021697,0.5321479084290878
FOODS_3_508_WI_3_evaluation,erratic,erratic,True,1.3141503046716316,0.6581799036742958,1.3107714701601165,0.6528960932392786
HOUSEHOLD_1_303_WI_3_evaluation,erratic,erratic,True,1.182095006090134,0.5274789984989299,1.1950895819508958,0.5296253829406248
HOUSEHOLD_1_327_WI_3_evaluation,erratic,erratic,True,1.1431095406360423,0.6259829885697437,1.1544871794871794,0.5985191540768091
HOUSEHOLD_1_439_WI_3_evaluation,erratic,erratic,True,1.2506443298969072,0.6484773938901304,1.220189701897019,0.6293571617637662
FOODS_2_153_CA_1_evaluation,intermittent,intermittent,True,1.5844897959183672,0.4715326688086722,1.5798245614035087,0.46156309324822964
FOODS_2_206_CA_1_evaluation,intermittent,intermittent,True,5.52991452991453,0.3556034205122521,6.67037037037037,0.3652892561983471
FOODS_2_207_CA_1_evaluation,intermittent,intermittent,True,4.524475524475524,0.1887203280323146,4.594387755102041,0.1945503914880498
FOODS_2_261_CA_1_evaluation,intermittent,intermittent,True,5.86404833836858,0.1894023673905303,6.386524822695035,0.1963208341871002
FOODS_3_063_CA_1_evaluation,intermittent,intermittent,True,1.6134663341645883,0.4800365577834619,1.6080357142857142,0.4712612535486565
FOODS_3_223_CA_1_evaluation,intermittent,intermittent,True,3.135702746365105,0.3357905706913299,3.170774647887324,0.3403475421252488
FOODS_3_415_CA_1_evaluation,intermittent,intermittent,True,2.190744920993228,0.4875522792237101,2.172496984318456,0.48669498784862225
FOODS_3_482_CA_1_evaluation,intermittent,intermittent,True,3.393356643356644,0.398702435168806,3.923747276688453,0.41591366004961616
HOBBIES_1_305_CA_1_evaluation,intermittent,intermittent,True,6.1230283911671926,0.2454478448966511,6.253472222222222,0.25333333333333335
HOBBIES_1_410_CA_1_evaluation,intermittent,intermittent,True,4.567058823529412,0.1924053367903634,4.988919667590028,0.1862955900847905
HOBBIES_2_007_CA_1_evaluation,intermittent,intermittent,True,4.04375,0.452805625128039,4.047191011235955,0.4386540081506274
HOBBIES_2_137_CA_1_evaluation,intermittent,intermittent,True,7.67193675889328,0.2232509422139923,8.658653846153847,0.21051459122298952
HOUSEHOLD_1_040_CA_1_evaluation,intermittent,intermittent,True,1.342323651452282,0.4586741342265127,1.3633610900832702,0.46333759127370666
HOUSEHOLD_1_337_CA_1_evaluation,intermittent,intermittent,True,3.4353982300884955,0.2380350370236592,3.5107212475633527,0.2336047933059003
HOUSEHOLD_1_355_CA_1_evaluation,intermittent,intermittent,True,6.0092879256965945,0.1999947152860349,5.983388704318937,0.20064398308342948
HOUSEHOLD_1_476_CA_1_evaluation,intermittent,intermittent,True,10.60655737704918,0.3048224852071003,13.643939393939394,0.2889008331093791
HOUSEHOLD_1_540_CA_1_evaluation,intermittent,intermittent,True,1.7955596669750231,0.3455928327315439,1.8898216159496328,0.33999681996684494
HOUSEHOLD_2_104_CA_1_evaluation,intermittent,intermittent,True,5.217741935483871,0.1923022252383201,5.145714285714286,0.19663582501420343
HOUSEHOLD_2_118_CA_1_evaluation,intermittent,intermittent,True,3.866533864541833,0.2895825269980039,3.9669603524229076,0.2879388673905576
HOUSEHOLD_2_435_CA_1_evaluation,intermittent,intermittent,True,4.926395939086294,0.2551909722222219,4.867567567567567,0.14669421487603299
FOODS_2_043_CA_2_evaluation,intermittent,intermittent,True,9.852791878172589,0.4374320036910246,13.541353383458647,0.4608625274598219
FOODS_2_086_CA_2_evaluation,intermittent,intermittent,True,8.224576271186441,0.4058904426682642,11.544871794871796,0.3908786684749898
FOODS_2_291_CA_2_evaluation,intermittent,intermittent,True,2.0626992561105206,0.4667518442939182,2.079676674364896,0.458316032295271
